driver,latitude,longitude,speed_limit,num_lanes
smiv,33.0265778,-96.5097533,65,2
smiv,33.0265901,-97.2727175,65,1.9
smiv,33.0266134,-96.5097744,65,1.9
smiv,33.0266298,-96.5098437,65,1.9
smiv,33.0266381,-97.2648979,65,2
smiv,33.0266462,-97.2722302,65,1.83333333333333
smiv,33.0267847,-97.3100825,50,2
smiv,33.0269354,-96.5099706,50,2
smiv,33.0269682,-96.5099855,50,2
smiv,33.0269808,-96.509997,50,2
smiv,33.0269867,-96.5100026,50,2
smiv,33.0270058,-97.2823315,60,2
smiv,33.0270308,-96.5100002,60,2
smiv,33.0270525,-96.5100332,60,2
smiv,33.0270658,-96.5100356,60,2
smiv,33.027075,-97.2722419,60,1.66666666666667
smiv,33.0271196,-96.5100637,60,1.66666666666667
smiv,33.0271494,-97.2798036,60,1.66666666666667
smiv,33.0271726,-96.5101163,60,1.66666666666667
smiv,33.0271802,-96.5101025,60,1.66666666666667
smiv,33.0271927,-97.2785124,60,2
smiv,33.0271955,-96.5101119,60,2
smiv,33.027203,-96.5101327,60,2
smiv,33.0272177,-96.510114,60,2
smiv,33.0273108,-96.5103328,60,2
smiv,33.0273167,-97.3100539,50,2
smiv,33.0273364,-97.3100404,50,2
smiv,33.0274304,-97.2734464,50,2.33333333333333
smiv,33.0275477,-97.3097644,50,2
smiv,33.0276173,-97.3051749,50,2
smiv,33.0276744,-96.5103899,50,2
smiv,33.0276834,-97.309925,50,2
smiv,33.0276886,-97.3097704,50,2
smiv,33.0276989,-97.3099139,50,2
smiv,33.0277107,-97.309913,50,2
gres0,33.0277481,-81.9844474,50,2
smiv,33.0278521,-96.5105015,50,2
smiv,33.0279571,-96.5105418,50,2
smiv,33.0281237,-96.5105689,50,2
smiv,33.0281648,-97.3097188,50,2
smiv,33.028313,-96.5106273,50,2
smiv,33.0283826,-97.3095695,50,2
smiv,33.0284107,-96.5104195,50,2
smiv,33.0285257,-96.5079164,50,2
smiv,33.0285272,-96.5080083,50,2
smiv,33.0285606,-96.5100427,50,2
smiv,33.0285676,-96.510058,50,2
smiv,33.028629,-96.5098784,50,2
smiv,33.028674,-96.5068202,50,2
smiv,33.0286845,-96.5067382,50,2
smiv,33.0286901,-96.5100146,50,2
smiv,33.0287046,-96.5075334,50,2
smiv,33.0287437,-96.507541,50,2
smiv,33.0287437,-96.5074493,50,2
smiv,33.0287441,-96.5075476,50,2
smiv,33.0287592,-96.5074413,50,2
smiv,33.0287662,-96.5098447,50,2
smiv,33.0287672,-96.5098272,50,2
smiv,33.0287677,-96.507448,50,2
smiv,33.0287774,-96.5064254,50,2
smiv,33.0287774,-96.5064254,50,2
smiv,33.0287817,-96.5098432,50,2
smiv,33.0288153,-97.2721662,50,2.5
smiv,33.0288287,-96.5094638,50,2.5
gres0,33.028844,-83.9110815,70,2.5
smiv,33.0288649,-96.5059088,70,2.5
smiv,33.0288772,-96.509295,70,2.5
smiv,33.0288772,-96.509295,70,2.5
smiv,33.0288778,-96.5093331,70,2.5
smiv,33.0289164,-96.505203,70,2.5
smiv,33.0289368,-96.5092179,70,2.5
smiv,33.0289513,-96.5050687,70,2.5
smiv,33.0290229,-96.5090169,70,2.5
smiv,33.0290361,-96.5090212,70,2.5
smiv,33.0290703,-96.5043497,70,2.5
smiv,33.0290908,-96.5088001,70,2.5
smiv,33.0290908,-96.5088001,70,2.5
smiv,33.0290975,-96.5043517,70,2.5
smiv,33.0291055,-96.5089436,70,2.5
smiv,33.0291086,-96.5043559,70,2.5
smiv,33.029111,-96.5043552,70,2.5
smiv,33.0291127,-96.5036967,70,2.5
smiv,33.0291196,-96.5088785,70,2.5
smiv,33.0291411,-96.5039363,70,2.5
smiv,33.0291494,-96.5031453,70,2.5
smiv,33.0291499,-96.5039268,70,2.5
smiv,33.0291631,-96.5039223,70,2.5
smiv,33.0291785,-96.5088361,70,2.5
smiv,33.0291914,-96.5082582,70,2.5
smiv,33.0292062,-96.5083145,70,2.5
smiv,33.0292201,-96.5075593,70,2.5
smiv,33.0292204,-96.5072445,70,2.5
smiv,33.0292249,-96.5083051,70,2.5
smiv,33.0292268,-96.5084757,70,2.5
smiv,33.0292304,-96.5078117,70,2.5
smiv,33.029237,-96.5077825,70,2.5
smiv,33.0292371,-96.5077742,70,2.5
smiv,33.0292462,-96.5070324,70,2.5
smiv,33.0292573,-96.5067541,70,2.5
smiv,33.0292611,-96.5062386,70,2.5
smiv,33.0292634,-96.5067414,70,2.5
smiv,33.0292641,-96.5064608,70,2.5
smiv,33.0292726,-96.5062329,70,2.5
smiv,33.0292782,-96.5019091,70,2.5
smiv,33.0292877,-96.5071993,70,2.5
smiv,33.0292965,-96.5025671,70,2.5
smiv,33.0292982,-96.502582,70,2.5
smiv,33.0293019,-96.5025724,70,2.5
smiv,33.029311,-96.5072141,70,2.5
smiv,33.0293147,-96.50724,70,2.5
smiv,33.0293309,-96.5083812,70,2.5
smiv,33.0293326,-96.5072147,70,2.5
smiv,33.0293411,-96.5014856,70,2.5
smiv,33.0293449,-96.5084612,70,2.5
smiv,33.0293511,-96.5066177,70,2.5
smiv,33.029352,-96.5084339,70,2.5
smiv,33.0293579,-96.5057148,70,2.5
smiv,33.0293693,-96.5060007,70,2.5
smiv,33.029377,-96.5059313,70,2.5
smiv,33.029377,-96.5059313,70,2.5
smiv,33.0293905,-96.5055692,70,2.5
smiv,33.0293925,-96.5066455,70,2.5
smiv,33.0293935,-96.5066542,70,2.5
smiv,33.0294495,-96.5007424,70,2.5
smiv,33.0294532,-96.5047073,70,2.5
smiv,33.0294736,-96.5009671,70,2.5
smiv,33.0294803,-96.5048672,70,2.5
smiv,33.0294832,-96.5051809,70,2.5
smiv,33.0294832,-96.5051809,70,2.5
smiv,33.0295011,-96.5056419,70,2.5
smiv,33.0295022,-96.500977,70,2.5
smiv,33.0295065,-96.4999587,70,2.5
smiv,33.0295123,-96.5047284,70,2.5
smiv,33.0295291,-96.5055899,70,2.5
smiv,33.029535,-96.5045888,70,2.5
smiv,33.0295394,-96.4993235,70,2.5
smiv,33.0295395,-96.504807,70,2.5
smiv,33.0295415,-96.49926,70,2.5
smiv,33.0295566,-96.5003401,70,2.5
smiv,33.0295578,-96.5003093,70,2.5
smiv,33.0295619,-96.5041029,70,2.5
smiv,33.029563,-96.4991046,70,2.5
smiv,33.029563,-96.4991046,70,2.5
smiv,33.029568,-96.5003046,70,2.5
smiv,33.0295683,-96.5040372,70,2.5
smiv,33.0295731,-96.5049232,70,2.5
smiv,33.0295765,-96.5049368,70,2.5
smiv,33.0295994,-96.5037875,70,2.5
smiv,33.0295994,-96.5037875,70,2.5
smiv,33.02964,-96.5073948,70,2.5
smiv,33.0296439,-96.499001,70,2.5
smiv,33.029656,-96.4981349,70,2.5
smiv,33.0296692,-96.5032245,70,2.5
smiv,33.0296803,-96.4990005,70,2.5
smiv,33.0296807,-96.5039904,70,2.5
smiv,33.0296852,-96.5029723,70,2.5
smiv,33.0296907,-96.5039753,70,2.5
smiv,33.0296922,-97.3092284,70,2
smiv,33.0296965,-96.5039742,70,2
smiv,33.0296981,-96.5036188,70,2
smiv,33.0297073,-96.5039902,70,2
smiv,33.0297083,-96.5034249,70,2
smiv,33.0297105,-96.4987632,70,2
smiv,33.0297124,-96.4978392,70,2
smiv,33.0297176,-96.5036184,70,2
smiv,33.0297184,-96.5027004,70,2
smiv,33.0297263,-96.4977186,70,2
smiv,33.0297327,-96.5035162,70,2
smiv,33.0297357,-96.4986915,70,2
smiv,33.0297478,-96.4991301,70,2
smiv,33.0297501,-96.501374,70,2
smiv,33.0297517,-96.5035224,70,2
smiv,33.029752,-96.4987057,70,2
smiv,33.0297529,-96.5035282,70,2
smiv,33.029755,-96.5013444,70,2
smiv,33.0297592,-96.4983813,70,2
smiv,33.0297592,-96.4979513,70,2
smiv,33.0297633,-96.4991425,70,2
smiv,33.0297699,-96.5013422,70,2
smiv,33.0297864,-96.4975176,70,2
smiv,33.0297876,-96.4991452,70,2
smiv,33.0297904,-96.4979109,70,2
smiv,33.0297911,-96.498057,70,2
smiv,33.0297975,-96.5023556,70,2
smiv,33.0298005,-96.5021632,70,2
smiv,33.0298038,-96.4991397,70,2
smiv,33.029809,-96.5025849,70,2
smiv,33.0298136,-96.4979791,70,2
smiv,33.0298137,-96.5016932,70,2
smiv,33.0298175,-96.4990062,70,2
smiv,33.0298214,-97.3112243,70,2
smiv,33.0298218,-96.5023257,70,2
smiv,33.0298331,-96.4979235,70,2
smiv,33.0298355,-97.3109269,70,2
smiv,33.0298389,-96.5010408,70,2
smiv,33.0298452,-96.4979299,70,2
smiv,33.0298455,-96.5010367,70,2
smiv,33.0298503,-96.4979061,70,2
smiv,33.0298504,-96.5019977,70,2
smiv,33.0298654,-96.4971039,70,2
smiv,33.0298665,-96.4974378,70,2
smiv,33.0298713,-96.4967195,70,2
smiv,33.0298788,-96.5014962,70,2
smiv,33.0298822,-96.4974472,70,2
smiv,33.029905,-96.4970141,70,2
smiv,33.0299107,-96.499074,70,2
smiv,33.0299115,-96.5014054,70,2
smiv,33.0299169,-96.4963881,70,2
smiv,33.0299179,-96.5001903,70,2
smiv,33.0299222,-96.5001828,70,2
smiv,33.0299254,-96.500191,70,2
smiv,33.0299333,-96.5004081,70,2
smiv,33.0299365,-96.5013967,70,2
smiv,33.0299365,-96.4970413,70,2
smiv,33.0299464,-96.5008529,70,2
smiv,33.0299631,-96.5009821,70,2
smiv,33.0299698,-96.5014131,70,2
smiv,33.0299711,-96.4961696,70,2
smiv,33.0299751,-96.5014295,70,2
smiv,33.0299759,-96.5014161,70,2
smiv,33.0299862,-96.5013104,70,2
smiv,33.029999,-96.4957861,70,2
smiv,33.0300045,-96.4957301,70,2
smiv,33.0300065,-96.5008476,70,2
smiv,33.0300114,-96.5012964,70,2
smiv,33.0300185,-96.5001665,70,2
smiv,33.0300239,-96.500998,70,2
smiv,33.0300379,-96.4954576,70,2
smiv,33.0300456,-96.4960633,70,2
smiv,33.0300477,-96.4998216,70,2
smiv,33.0300489,-96.9930018,62.8571428571429,3
smiv,33.0300579,-96.4954989,62.8571428571429,3
smiv,33.0300629,-96.4996664,62.8571428571429,3
smiv,33.0300858,-96.4945731,62.8571428571429,3
smiv,33.0300882,-96.4948669,62.8571428571429,3
smiv,33.0300947,-97.3115431,62.8571428571429,2
smiv,33.0300964,-96.5001561,62.8571428571429,2
smiv,33.0300964,-96.5001561,62.8571428571429,2
smiv,33.0301063,-96.495455,62.8571428571429,2
smiv,33.030108,-96.4954707,62.8571428571429,2
smiv,33.0301223,-96.504742,62.8571428571429,2
smiv,33.0301254,-96.4951815,62.8571428571429,2
smiv,33.0301268,-96.4951877,62.8571428571429,2
smiv,33.0301298,-96.5047302,62.8571428571429,2
smiv,33.0301307,-96.4951947,62.8571428571429,2
smiv,33.0301323,-97.3114428,62.8571428571429,2
smiv,33.0301323,-97.3114428,62.8571428571429,2
smiv,33.0301346,-96.4951867,62.8571428571429,2
smiv,33.0301346,-96.4951828,62.8571428571429,2
smiv,33.0301365,-96.4949079,62.8571428571429,2
smiv,33.0301386,-96.5046519,62.8571428571429,2
smiv,33.0301402,-96.4951782,62.8571428571429,2
smiv,33.0301444,-96.4951738,62.8571428571429,2
smiv,33.0301617,-96.4997963,62.8571428571429,2
smiv,33.0301626,-96.4997727,62.8571428571429,2
smiv,33.0301663,-96.4997964,62.8571428571429,2
smiv,33.0301714,-96.4998026,62.8571428571429,2
smiv,33.0301715,-96.4997766,62.8571428571429,2
smiv,33.030172,-96.4998038,62.8571428571429,2
smiv,33.0301906,-96.493962,62.8571428571429,2
smiv,33.0302444,-96.4937551,62.8571428571429,2
smiv,33.0302464,-96.5037051,62.8571428571429,2
smiv,33.0302474,-96.4942031,62.8571428571429,2
smiv,33.0302519,-96.4942006,62.8571428571429,2
smiv,33.0302528,-96.5035408,62.8571428571429,2
smiv,33.0302528,-96.5035408,62.8571428571429,2
smiv,33.0302539,-96.4944098,62.8571428571429,2
smiv,33.0302544,-96.4942181,62.8571428571429,2
smiv,33.0302597,-96.4944088,62.8571428571429,2
smiv,33.0302733,-97.3114534,62.8571428571429,2
smiv,33.0302944,-96.4937686,62.8571428571429,2
smiv,33.0303135,-96.4937636,62.8571428571429,2
smiv,33.030315,-96.4932451,62.8571428571429,2
smiv,33.0303166,-96.4937742,62.8571428571429,2
smiv,33.0303211,-96.4937655,62.8571428571429,2
smiv,33.0303279,-96.4928228,62.8571428571429,2
smiv,33.0303718,-96.4917057,62.8571428571429,2
smiv,33.0303718,-96.4917057,62.8571428571429,2
smiv,33.0303756,-96.5006682,62.8571428571429,2
smiv,33.0303869,-96.492965,62.8571428571429,2
smiv,33.030398,-96.5006639,62.8571428571429,2
smiv,33.0303994,-96.4929818,62.8571428571429,2
smiv,33.0304065,-96.5012837,62.8571428571429,2
smiv,33.0304075,-96.4929811,62.8571428571429,2
smiv,33.030411,-96.4929797,62.8571428571429,2
smiv,33.0304226,-96.5018558,62.8571428571429,2
smiv,33.0304434,-96.5007639,62.8571428571429,2
smiv,33.0304464,-96.5008298,62.8571428571429,2
smiv,33.0305077,-96.4919388,62.8571428571429,2
smiv,33.0305143,-96.4919707,62.8571428571429,2
smiv,33.0305167,-96.4919205,62.8571428571429,2
smiv,33.0305212,-96.4919708,62.8571428571429,2
smiv,33.030613,-97.3111241,62.8571428571429,2
smiv,33.030613,-97.3111241,62.8571428571429,2
smiv,33.0307668,-97.3107801,62.8571428571429,2
smiv,33.0309212,-97.3103035,62.8571428571429,2
smiv,33.0309885,-96.5016801,62.8571428571429,2
gres0,33.0310877,-83.9147301,70,3
smiv,33.0311106,-96.5006054,70,3
gres0,33.0311564,-83.9148395,70,3
smiv,33.0321844,-97.3179276,57.5,2
smiv,33.0323399,-97.3183019,57.5,2
gres0,33.032615,-83.9171306,70,3.33333333333333
smiv,33.03308,-97.3199451,57.5,2
smiv,33.0351129,-96.5498906,57.5,2
farj7,33.0365782,-89.9379073,70,2
gres0,33.0384623,-83.9299443,70,4
smiv,33.0409033,-97.0806812,45,3
smiv,33.0415956,-97.0832379,47.5,3
farj7,33.0417426,-89.9324125,47.5,3
smiv,33.043469,-96.9887732,47.5,3
smiv,33.0444973,-96.9885594,47.5,3
gres0,33.0448095,-83.9411651,70,2.4
gres0,33.0449261,-83.9413112,61.6666666666667,2.4
gres0,33.0453559,-83.9417639,63.75,2.66666666666667
gres0,33.046885,-83.9431302,63.75,2
smiv,33.0469574,-97.2552141,67.5,2
gres0,33.0473233,-83.9436224,70,4
lewr10,33.047792,-84.9479171,70,1.66666666666667
gres0,33.0484368,-81.9926923,70,1.66666666666667
smiv,33.0493858,-97.2532217,67.5,2
lewr10,33.0501963,-84.9471877,70,2
gres0,33.0507782,-81.9937833,70,4
smiv,33.0514788,-96.5522913,70,4
smiv,33.0515032,-96.5577496,70,4
smiv,33.0518547,-96.6521697,40,2
smiv,33.0549274,-96.6471606,45,2
lewr10,33.0578659,-84.9504775,70,2
gres0,33.0591935,-83.9584835,70,3
lewr10,33.059522,-84.9479755,70,3
farj7,33.0623305,-89.5757063,70,4
gres0,33.0625024,-83.9636164,70,2
gres0,33.0628806,-83.9641229,70,3.33333333333333
gres0,33.0636129,-83.9651727,70,3.33333333333333
gres0,33.0637495,-83.964872,70,3.33333333333333
farj7,33.0638308,-89.5772471,70,4
gres0,33.064348,-83.9662489,70,4
gres0,33.0643613,-83.9662653,70,4
gres0,33.0643857,-83.9663014,70,4
gres0,33.0652121,-83.9669085,70,4
farj7,33.0653377,-89.1368801,70,4
smiv,33.0660055,-97.2430258,70,4
gres0,33.0663114,-83.9684009,70,4
gres0,33.0663364,-83.9684353,70,4
gres0,33.0671001,-83.969428,70,2.4
lewr10,33.0696507,-83.9731583,70,2
gres0,33.0710306,-83.9758861,70,1
lewr10,33.0714412,-83.9756576,70,1
gres0,33.0718445,-83.9768782,70,1.66666666666667
gres0,33.0718445,-83.9768782,70,1.66666666666667
kell0,33.0720551,-88.558928,70,1.66666666666667
gres0,33.0722349,-83.9772322,70,2
gres0,33.0723892,-83.9774539,70,2.4
farj7,33.0743623,-89.9000646,70,2.4
kell0,33.0748101,-88.5574174,70,2
lewr10,33.0756691,-84.9249107,70,2
gres0,33.0761792,-83.9827901,70,3.5
gres0,33.0765832,-83.9828221,70,3.5
gres0,33.0780732,-83.9849319,70,3.5
lewr10,33.0780947,-84.9227411,70,2
gres0,33.0792517,-83.9870485,70,3
gres0,33.0959111,-83.998873,70,3
gres0,33.096871,-83.9991395,70,3
gres0,33.09688,-83.9991333,70,3
smiv,33.0980535,-97.2256779,70,1.66666666666667
gres0,33.0983463,-83.9992723,70,1.66666666666667
gres0,33.098408,-83.9992573,70,3
gres0,33.0985849,-83.9993179,70,3
farj7,33.0988244,-89.8948097,70,2
farj7,33.101792,-89.8943285,70,2
farj7,33.1046956,-89.8937405,70,2
canj1,33.1061415,-116.0012466,70,2
canj1,33.1065871,-116.0086087,70,2
farj7,33.1074837,-89.8912232,70,2
canj1,33.1088911,-115.9988854,70,2
canj1,33.1089683,-116.0095996,70,2
canj1,33.1090239,-115.995744,70,2
canj1,33.1111853,-115.9957451,70,2
farj7,33.1119893,-88.546588,70,2
farj7,33.1121617,-89.8853018,70,2
smiv,33.1128002,-97.2174985,70,2
canj1,33.1136226,-116.0100004,70,2
canj1,33.1138851,-116.0104508,70,2
canj1,33.1144333,-116.0103281,70,2
canj1,33.1149488,-116.0104585,70,2
farj7,33.1151846,-87.6543244,70,2
canj1,33.115594,-116.0110757,70,2
canj1,33.1156008,-116.0110452,70,2
canj1,33.1156031,-116.0110108,70,2
canj1,33.1156064,-116.0109521,70,2
canj1,33.1156067,-116.0109525,70,2
canj1,33.1156071,-116.0109525,70,2
canj1,33.1156963,-116.0110737,70,2
canj1,33.1156967,-116.0111608,70,2
canj1,33.1157064,-116.0112135,70,2
canj1,33.1162088,-116.0118656,70,2
canj1,33.1167074,-116.0117834,70,2
canj1,33.1167084,-116.0117976,70,2
canj1,33.1176696,-116.0118571,70,2
farj7,33.1183063,-88.5472047,70,2
canj1,33.1184268,-116.0118588,70,2
farj7,33.118888,-89.8756683,70,2
canj1,33.1191762,-116.0118408,70,2
canj1,33.1192121,-116.0118392,70,2
canj1,33.1198415,-116.012572,70,2
canj1,33.1198415,-116.012572,70,2
gres0,33.1207913,-84.0044531,70,3
canj1,33.1207924,-116.0130344,70,3
canj1,33.1210561,-116.0130467,70,3
canj1,33.1210626,-116.013044,70,3
canj1,33.1220317,-116.0130764,70,3
gres0,33.1234724,-84.0055472,70,3
canj1,33.1235609,-116.0131283,70,3
canj1,33.1239067,-116.0131396,70,3
canj1,33.124431,-116.0131555,70,3
canj1,33.124431,-116.0131555,70,3
canj1,33.1250833,-116.0131569,70,3
canj1,33.125106,-116.0131523,70,3
canj1,33.1251692,-116.0131443,70,3
canj1,33.1252502,-116.0131454,70,3
canj1,33.1257119,-116.012338,70,2
canj1,33.1257302,-116.0124336,70,2
canj1,33.1257335,-115.9669377,70,2
canj1,33.1257727,-115.9113479,70,2
canj1,33.1257825,-115.8576664,70,2
canj1,33.1257889,-115.8597016,70,2
canj1,33.1258076,-115.9214125,70,2
canj1,33.1258519,-115.9161418,70,2
lewr10,33.1259489,-84.0074135,70,3
farj7,33.1274167,-89.866993,70,2
lewr10,33.1279172,-84.0096287,70,2
gres0,33.1304181,-81.9592831,70,2
gres0,33.130614,-84.0123458,70,2
gres0,33.1342072,-84.0165011,70,2
farj7,33.1352552,-91.9652926,70,4
farj7,33.1352627,-91.9614067,70,4
farj7,33.1352637,-91.9613469,70,4
farj7,33.1352748,-91.9650569,70,4
farj7,33.1352934,-91.9602718,70,4
farj7,33.1353342,-91.9685348,70,4
farj7,33.1353481,-91.959168,70,4
farj7,33.1354397,-91.9789577,70,4
farj7,33.135517,-91.9004447,70,4
farj7,33.1357849,-91.9115864,70,4
farj7,33.1359082,-91.9749324,70,4
farj7,33.1361758,-91.8191651,70,4
farj7,33.1361786,-91.9671438,70,4
farj7,33.1362292,-91.9672138,70,4
farj7,33.1363679,-91.9464798,70,2
farj7,33.1364856,-91.9735748,70,2
farj7,33.1364981,-91.9732322,70,2
farj7,33.1365112,-91.9743236,70,2
farj7,33.1365954,-91.9743438,70,2
farj7,33.1365993,-91.9743379,70,2
farj7,33.1366004,-91.9743328,70,2
farj7,33.1366047,-91.9743496,70,2
farj7,33.1373203,-91.9443619,70,2
farj7,33.1375588,-91.9393423,70,2
farj7,33.1380749,-91.9410707,70,2
farj7,33.1381123,-91.9425012,70,2
canj1,33.1392644,-115.8609144,70,2
farj7,33.1395755,-91.9951212,70,2
farj7,33.1400404,-91.9954345,70,2
farj7,33.1403356,-91.9946718,70,2
farj7,33.1404888,-89.8603743,70,2
smiv,33.1424659,-97.0517015,65,1.66666666666667
farj7,33.14305,-87.6236592,50,2
smiv,33.1436341,-97.0528188,65,2
farj7,33.1437274,-91.9614822,65,2
farj7,33.1445039,-91.9617656,65,2
farj7,33.1445465,-91.9617821,65,2
farj7,33.1445846,-91.9617973,65,2
farj7,33.1454201,-91.9620146,65,2
farj7,33.1454758,-91.9620147,65,2
farj7,33.145526,-91.9620001,65,2
farj7,33.1464134,-91.9618836,65,2
farj7,33.1464155,-91.9618775,65,2
gres0,33.1549043,-81.9607765,65,2
farj7,33.1579507,-89.8542698,70,2
canj1,33.1588094,-115.869716,65,2
farj7,33.1591859,-89.8538458,65,2
farj7,33.1603658,-91.8185131,65,2
lewr10,33.1626612,-84.8677962,70,1.5
smiv,33.1630251,-97.1864031,70,2
farj7,33.1633578,-91.8184894,70,2
gres0,33.1641243,-84.0390121,70,2.33333333333333
canj1,33.1642306,-115.8723381,65,2
farj7,33.1646128,-89.8520008,65,2
smiv,33.1655929,-97.1848463,70,2
lewr10,33.1684391,-84.041474,70,2
gres0,33.1708005,-84.0423542,70,2.66666666666667
canj1,33.1709682,-115.8798929,70,2.66666666666667
gres0,33.1716288,-84.0430963,70,2
gres0,33.1740249,-84.0443801,70,3
gres0,33.1745543,-84.0443704,70,3
gres0,33.1786103,-84.0477158,70,3
farj7,33.1793993,-87.3742854,70,3
kell0,33.179406,-89.8458557,70,2
farj7,33.1805732,-87.3712637,70,3
gres0,33.1810542,-84.0498317,70,3
kell0,33.181804,-89.8438326,70,3
farj7,33.1821872,-89.6636236,70,3
gres0,33.1828193,-81.9692014,70,2
farj7,33.1829224,-89.8428739,70,2
gres0,33.1837135,-84.0517905,70,3
canj1,33.1844669,-115.8991291,70,3
canj1,33.1849231,-115.8997613,70,3
farj7,33.1852083,-89.6636404,70,2
gres0,33.1857212,-84.0535373,70,3
gres0,33.1881008,-81.9689299,70,2
canj1,33.1894401,-115.9051381,65,2
gres0,33.1940548,-82.0409516,65,4
gres0,33.1944047,-84.058618,70,3
farj7,33.1945683,-88.9969185,70,2
gres0,33.1965948,-82.0411863,70,4
lewr10,33.1966204,-84.8435838,70,2
gres0,33.1973317,-84.0590033,70,3
farj7,33.2062598,-89.8244825,70,2
lewr10,33.2069235,-84.0585522,70,2
lewr10,33.2069271,-84.0586234,70,2
lewr10,33.2069562,-84.0586666,70,2
lewr10,33.2075382,-84.0592033,70,1
lewr10,33.2076182,-84.0598162,70,1.5
lewr10,33.2076363,-84.0598218,70,1.5
lewr10,33.2084114,-84.0601501,45,1.76923076923077
farj7,33.2089658,-91.7980689,45,1.76923076923077
lewr10,33.2102344,-84.057164,45,1
farj7,33.2112996,-89.8204763,70,2
farj7,33.2119943,-91.7980262,70,2
smiv,33.2127796,-96.8203992,70,3
smiv,33.2157162,-96.8204979,70,3
lewr10,33.2176575,-84.818504,70,3
gres0,33.2181544,-84.0693949,70,3
gres0,33.2204318,-84.0712256,70,3
smiv,33.223176,-97.1716204,70,2
smiv,33.2241708,-97.1721689,70,2
smiv,33.2248741,-97.1724005,70,2
smiv,33.2262833,-96.9899106,60,4
smiv,33.2264449,-97.1726885,70,1.5
smiv,33.226705,-97.1730192,70,1.5
smiv,33.2277124,-97.1733475,70,1.66666666666667
smiv,33.2288967,-97.1735063,70,2
farj7,33.2289605,-91.7975079,70,4
farj7,33.2293402,-91.7974244,70,2.66666666666667
farj7,33.2295238,-91.7975353,70,2.66666666666667
farj7,33.2296167,-91.7973172,70,2.66666666666667
farj7,33.2296367,-91.7960672,70,2
farj7,33.2296723,-91.7970175,70,2.66666666666667
lewr10,33.2299575,-84.8093182,70,3
farj7,33.2310272,-89.807894,70,3
lewr10,33.2312011,-84.8087308,70,3
lewr10,33.2328316,-84.8079948,70,3
lewr10,33.2339419,-84.8075087,70,3
smiv,33.2340876,-97.0826057,70,6
kell0,33.2346723,-89.8067886,70,6
smiv,33.2348094,-97.0818922,70,6
smiv,33.2348143,-97.0819257,70,6
smiv,33.2348153,-97.0818851,70,6
smiv,33.2348236,-97.0818825,70,6
smiv,33.2349271,-97.0822495,70,6
farj7,33.2349319,-89.8063841,70,6
smiv,33.2349482,-97.0821789,70,6
smiv,33.2349553,-97.0821705,70,6
smiv,33.2349624,-97.082172,70,6
smiv,33.2355986,-97.017469,70,6
smiv,33.2357462,-97.0822741,70,6
smiv,33.23576,-97.0822699,70,6
smiv,33.2359348,-97.0823496,70,6
smiv,33.2359348,-97.0823496,70,6
smiv,33.2362207,-97.083014,70,6
smiv,33.2362765,-97.0831994,70,6
smiv,33.2365435,-97.0204172,70,6
smiv,33.2368514,-97.082617,70,6
farj7,33.2504725,-87.1320979,70,2.33333333333333
farj7,33.2517224,-87.1282125,70,2.8
gres0,33.2528052,-84.089548,70,2.8
lewr10,33.2587786,-84.0932933,70,1
kell0,33.2600754,-89.798058,70,1
lewr10,33.2611687,-84.0949238,50,2
smiv,33.2619877,-97.1761527,50,2
smiv,33.262124,-97.1759481,50,2
smiv,33.2622883,-97.1758033,50,2
smiv,33.2622905,-97.1758005,50,2
smiv,33.2627919,-97.1759637,50,2
smiv,33.2627919,-97.1759637,50,2
smiv,33.2643511,-97.1783707,50,1
smiv,33.2652916,-97.1783046,70,1.75
smiv,33.2653126,-97.1783031,70,1.75
smiv,33.2660554,-97.1782964,70,2
lewr10,33.2685783,-84.8043772,70,2
farj7,33.2686143,-89.7937753,70,2
farj7,33.2704995,-91.2322556,70,2
farj7,33.2711721,-91.7021117,70,2
farj7,33.2712031,-91.2027588,70,2
lewr10,33.2714402,-84.8033152,70,2
farj7,33.271544,-91.2012108,70,2
farj7,33.271771,-91.1995808,70,2
farj7,33.2723213,-91.1959376,70,2
farj7,33.2728966,-91.189079,70,2
farj7,33.273483,-91.1843883,70,2
canj1,33.2748819,-115.9608971,65,2
farj7,33.2754061,-91.6831059,65,2
farj7,33.2759211,-91.6797026,65,2
gres0,33.27658,-84.1055887,70,3
kell0,33.2774335,-88.5974176,70,3
farj7,33.2787427,-91.2518818,57.5,2
kell0,33.2801098,-88.5990898,57.5,2
smiv,33.2856917,-97.1779426,65,1.66666666666667
farj7,33.2860816,-91.5946656,65,2
farj7,33.2861226,-91.155572,65,2
farj7,33.2861475,-91.2637196,65,2
farj7,33.2873152,-91.6012211,65,2
farj7,33.2879231,-91.5822542,65,2
farj7,33.2880554,-91.6053215,65,2
farj7,33.2890591,-91.2670568,60,2
farj7,33.2892204,-91.6124049,60,2
farj7,33.2906783,-91.6155744,60,2
farj7,33.2919692,-91.2714513,60,2
farj7,33.2944102,-91.1440702,60,2
farj7,33.2945586,-91.1439053,60,2
farj7,33.2965917,-91.1408487,60,2
farj7,33.2970269,-91.1402324,60,2
farj7,33.2986884,-89.7845765,60,2
canj1,33.3007701,-115.9805248,60,2
farj7,33.3013876,-91.4444415,60,2
farj7,33.3015366,-89.7839826,60,2
farj7,33.3019092,-91.439726,60,2
farj7,33.3036615,-91.2856119,60,2
